FEE_PROD_ID,CO_CL_CD,SVC_CD,SKB_CB_CRDT_GR,VAL_1,VAL_2,VAL_3,VAL_4,VAL_5,VAL_6,VAL_7,VAL_8,VAL_9,VAL_10,VAL_11,VAL_12,VAL_13,VAL_14,VAL_15,VAL_16,COL_CNT,COL_AMT
NI00000541,B,I,1,35,N,Y,Y,J,0,YN,0,0,0,6017,6017,3,7,0,0,0,0
NI00000278,B,I,5,42,N,Y,Y,G,0,NN,0,0,0,3946,4597,3,3,0,0,0,0
NT00000315,B,T,1,31,N,N,Y,F,1,YY,0,0,0,4202,4202,1,5,0,0,0,0
NI00000541,B,I,8,33,N,Y,Y,F,0,NN,0,1594,1,0,5542,4,0,0,1,0,0
NT00000299,B,T,1,34,N,N,Y,2,0,YN,0,0,0,5536,5536,1,7,0,0,0,0
NI00000278,B,I,1,43,N,Y,Y,F,0,YN,0,0,0,453,453,0,1,0,0,0,0
NT00000315,B,T,1,31,N,N,Y,F,1,YY,0,0,0,4202,4202,1,5,0,0,0,0
NI00000541,B,I,1,37,N,Y,Y,J,0,YN,0,0,0,998,2983,1,1,0,0,0,0
NI00000542,B,I,4,49,N,N,Y,J,0,YN,0,0,0,0,0,0,0,0,0,0,0
NI00000278,B,I,1,53,N,N,Y,F,0,YN,0,0,0,940,940,0,4,0,0,0,0
NI00000541,B,I,5,70,N,Y,Y,F,0,NN,0,0,0,0,0,0,0,0,0,0,0
NT00000537,B,T,2,43,N,Y,Y,J,0,YN,0,0,0,3652,3652,1,1,0,0,0,0
